component_name,instance_name,expected_color,material_or_role,r,g,b,a,source_path,notes
right_triangular_gusset_b,gantry_cross_beam_support_plates,dark_anodized_support,support_dark,0.22,0.23,0.24,1.0,generated:gantry_cross_beam_support_plates,"support; X beam end plates, gussets, and rear tie bar"
right_x_end_fastener_01,gantry_cross_beam_support_plates,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:gantry_cross_beam_support_plates,"support; X beam end plates, gussets, and rear tie bar"
right_x_end_fastener_02,gantry_cross_beam_support_plates,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:gantry_cross_beam_support_plates,"support; X beam end plates, gussets, and rear tie bar"
right_x_end_fastener_03,gantry_cross_beam_support_plates,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:gantry_cross_beam_support_plates,"support; X beam end plates, gussets, and rear tie bar"
rear_cross_beam_tie_bar,gantry_cross_beam_support_plates,dark_anodized_support,support_dark,0.22,0.23,0.24,1.0,generated:gantry_cross_beam_support_plates,"support; X beam end plates, gussets, and rear tie bar"
long_lower_saddle_plate,x_axis_mounting_saddle,machined_support_gray,support_gray,0.46,0.48,0.49,1.0,generated:x_axis_mounting_saddle,support; support saddle under/backing X axis module
rear_saddle_web,x_axis_mounting_saddle,dark_anodized_support,support_dark,0.22,0.23,0.24,1.0,generated:x_axis_mounting_saddle,support; support saddle under/backing X axis module
x_saddle_fastener_-320.0,x_axis_mounting_saddle,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:x_axis_mounting_saddle,support; support saddle under/backing X axis module
x_saddle_fastener_-160.0,x_axis_mounting_saddle,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:x_axis_mounting_saddle,support; support saddle under/backing X axis module
x_saddle_fastener_0.0,x_axis_mounting_saddle,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:x_axis_mounting_saddle,support; support saddle under/backing X axis module
x_saddle_fastener_160.0,x_axis_mounting_saddle,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:x_axis_mounting_saddle,support; support saddle under/backing X axis module
x_saddle_fastener_320.0,x_axis_mounting_saddle,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:x_axis_mounting_saddle,support; support saddle under/backing X axis module
main_xz_adapter_plate,xz_adapter_plate_engineered,brushed_aluminum_support,support_light,0.68,0.7,0.7,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
upper_x_carriage_spacer_left,xz_adapter_plate_engineered,machined_support_gray,support_gray,0.46,0.48,0.49,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
upper_x_carriage_spacer_right,xz_adapter_plate_engineered,machined_support_gray,support_gray,0.46,0.48,0.49,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
lower_z_axis_spacer_left,xz_adapter_plate_engineered,machined_support_gray,support_gray,0.46,0.48,0.49,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
lower_z_axis_spacer_right,xz_adapter_plate_engineered,machined_support_gray,support_gray,0.46,0.48,0.49,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
xz_adapter_fastener_01,xz_adapter_plate_engineered,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
xz_adapter_fastener_02,xz_adapter_plate_engineered,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
xz_adapter_fastener_03,xz_adapter_plate_engineered,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
xz_adapter_fastener_04,xz_adapter_plate_engineered,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
xz_adapter_fastener_05,xz_adapter_plate_engineered,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
xz_adapter_fastener_06,xz_adapter_plate_engineered,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
xz_adapter_fastener_07,xz_adapter_plate_engineered,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
xz_adapter_fastener_08,xz_adapter_plate_engineered,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:xz_adapter_plate_engineered,adapter; engineered X-Z adapter plate with spacers and screw pattern
z_gripper_mount_plate,z_gripper_adapter,machined_support_gray,support_gray,0.46,0.48,0.49,1.0,generated:z_gripper_adapter,adapter; small adapter flange tying Z axis end to gripper
bottom_l_flanges,z_gripper_adapter,dark_anodized_support,support_dark,0.22,0.23,0.24,1.0,generated:z_gripper_adapter,adapter; small adapter flange tying Z axis end to gripper
z_gripper_fastener_01,z_gripper_adapter,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:z_gripper_adapter,adapter; small adapter flange tying Z axis end to gripper
z_gripper_fastener_02,z_gripper_adapter,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:z_gripper_adapter,adapter; small adapter flange tying Z axis end to gripper
z_gripper_fastener_03,z_gripper_adapter,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:z_gripper_adapter,adapter; small adapter flange tying Z axis end to gripper
z_gripper_fastener_04,z_gripper_adapter,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:z_gripper_adapter,adapter; small adapter flange tying Z axis end to gripper
x_axis_motor_placeholder_motor_body,motor_placeholders,motor_body_dark_gray,motor_body,0.18,0.19,0.2,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
x_axis_motor_placeholder_motor_flange,motor_placeholders,motor_flange_aluminum,motor_flange,0.62,0.64,0.65,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
x_axis_motor_placeholder_coupler,motor_placeholders,shaft_polished_metal,shaft,0.74,0.74,0.7,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
x_axis_motor_placeholder_motor_flange_fastener_01,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
x_axis_motor_placeholder_motor_flange_fastener_02,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
x_axis_motor_placeholder_motor_flange_fastener_03,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
x_axis_motor_placeholder_motor_flange_fastener_04,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_left_placeholder_motor_body,motor_placeholders,motor_body_dark_gray,motor_body,0.18,0.19,0.2,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_left_placeholder_motor_flange,motor_placeholders,motor_flange_aluminum,motor_flange,0.62,0.64,0.65,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_left_placeholder_coupler,motor_placeholders,shaft_polished_metal,shaft,0.74,0.74,0.7,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_left_placeholder_motor_flange_fastener_01,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_left_placeholder_motor_flange_fastener_02,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_left_placeholder_motor_flange_fastener_03,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_left_placeholder_motor_flange_fastener_04,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_right_placeholder_motor_body,motor_placeholders,motor_body_dark_gray,motor_body,0.18,0.19,0.2,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_right_placeholder_motor_flange,motor_placeholders,motor_flange_aluminum,motor_flange,0.62,0.64,0.65,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_right_placeholder_coupler,motor_placeholders,shaft_polished_metal,shaft,0.74,0.74,0.7,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_right_placeholder_motor_flange_fastener_01,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_right_placeholder_motor_flange_fastener_02,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_right_placeholder_motor_flange_fastener_03,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
y_axis_motor_right_placeholder_motor_flange_fastener_04,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
z_axis_motor_placeholder_motor_body,motor_placeholders,motor_body_dark_gray,motor_body,0.18,0.19,0.2,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
z_axis_motor_placeholder_motor_flange,motor_placeholders,motor_flange_aluminum,motor_flange,0.62,0.64,0.65,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
z_axis_motor_placeholder_coupler,motor_placeholders,shaft_polished_metal,shaft,0.74,0.74,0.7,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
z_axis_motor_placeholder_motor_flange_fastener_01,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
z_axis_motor_placeholder_motor_flange_fastener_02,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
z_axis_motor_placeholder_motor_flange_fastener_03,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
z_axis_motor_placeholder_motor_flange_fastener_04,motor_placeholders,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:motor_placeholders,drive; compact X/Y-left/Y-right/Z motor placeholders with flanges and couplers
x_axis_timing_belt_strip,drive_transmission_placeholders,timing_belt_black,belt,0.01,0.01,0.01,1.0,generated:drive_transmission_placeholders,drive; timing belt/pulley and Y sync shaft placeholders plus Z ball-screw visual cue
x_axis_left_pulley,drive_transmission_placeholders,pulley_dark_metal,pulley,0.25,0.26,0.27,1.0,generated:drive_transmission_placeholders,drive; timing belt/pulley and Y sync shaft placeholders plus Z ball-screw visual cue
x_axis_right_pulley,drive_transmission_placeholders,pulley_dark_metal,pulley,0.25,0.26,0.27,1.0,generated:drive_transmission_placeholders,drive; timing belt/pulley and Y sync shaft placeholders plus Z ball-screw visual cue
y_axis_sync_shaft_placeholder,drive_transmission_placeholders,shaft_polished_metal,shaft,0.74,0.74,0.7,1.0,generated:drive_transmission_placeholders,drive; timing belt/pulley and Y sync shaft placeholders plus Z ball-screw visual cue
left_y_sync_pulley,drive_transmission_placeholders,pulley_dark_metal,pulley,0.25,0.26,0.27,1.0,generated:drive_transmission_placeholders,drive; timing belt/pulley and Y sync shaft placeholders plus Z ball-screw visual cue
right_y_sync_pulley,drive_transmission_placeholders,pulley_dark_metal,pulley,0.25,0.26,0.27,1.0,generated:drive_transmission_placeholders,drive; timing belt/pulley and Y sync shaft placeholders plus Z ball-screw visual cue
z_axis_ball_screw_visual_placeholder,drive_transmission_placeholders,shaft_polished_metal,shaft,0.74,0.74,0.7,1.0,generated:drive_transmission_placeholders,drive; timing belt/pulley and Y sync shaft placeholders plus Z ball-screw visual cue
rear_fixed_cable_chain_tab,cable_chain_mounting_tabs,cable_chain_mount_tab_gray,tab,0.36,0.38,0.39,1.0,generated:cable_chain_mounting_tabs,future_interface; mounting tabs only; Stage 7A-3d will model cable chain and wiring
x_carriage_cable_chain_tab,cable_chain_mounting_tabs,cable_chain_mount_tab_gray,tab,0.36,0.38,0.39,1.0,generated:cable_chain_mounting_tabs,future_interface; mounting tabs only; Stage 7A-3d will model cable chain and wiring
z_axis_cable_tab,cable_chain_mounting_tabs,cable_chain_mount_tab_gray,tab,0.36,0.38,0.39,1.0,generated:cable_chain_mounting_tabs,future_interface; mounting tabs only; Stage 7A-3d will model cable chain and wiring
cable_chain_tab_hole_marker_1,cable_chain_mounting_tabs,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:cable_chain_mounting_tabs,future_interface; mounting tabs only; Stage 7A-3d will model cable chain and wiring
cable_chain_tab_hole_marker_2,cable_chain_mounting_tabs,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:cable_chain_mounting_tabs,future_interface; mounting tabs only; Stage 7A-3d will model cable chain and wiring
cable_chain_tab_hole_marker_3,cable_chain_mounting_tabs,black_socket_head_fastener,fastener,0.02,0.02,0.02,1.0,generated:cable_chain_mounting_tabs,future_interface; mounting tabs only; Stage 7A-3d will model cable chain and wiring
